# m0 | m12  | ng          | ns          | nn          | ll          | sb       | ss       | tb          | bb          | gg       | sg
1060 | 460 | 1.0168 | 1.2293 | 1.16947 | 1.06502 | 1.91263 | 1.21831 | 2.35301 | 2.80258 | 4.60916 | 2.39227
1060 | 480 | 1.01759 | 1.24248 | 1.16741 | 1.06619 | 1.94487 | 1.21739 | 2.39423 | 2.88331 | 4.89177 | 2.44615
1060 | 500 | 1.01687 | 1.25235 | 1.16122 | 1.0666 | 1.996 | 1.21505 | 2.44943 | 2.98411 | 5.15862 | 2.50804
1060 | 520 | 1.01789 | 1.26547 | 1.15302 | 1.06791 | 2.03927 | 1.20694 | 2.48733 | 3.07487 | 5.45455 | 2.571
1060 | 540 | 1.02248 | 1.27657 | 1.14629 | 1.06906 | 2.08966 | 1.201 | 2.54311 | 3.17255 | 5.77855 | 2.64583
1060 | 560 | 1.02477 | 1.289 | 1.14091 | 1.06949 | 2.1267 | 1.19255 | 2.58749 | 3.28109 | 6.14754 | 2.72012
1060 | 580 | 1.02839 | 1.30085 | 1.13506 | 1.06866 | 2.17365 | 1.18088 | 2.64326 | 3.39121 | 6.52361 | 2.8
1060 | 600 | 1.03261 | 1.31427 | 1.1309 | 1.07186 | 2.24 | 1.17532 | 2.69356 | 3.51824 | 6.95946 | 2.88
1060 | 620 | 1.0385 | 1.32721 | 1.12437 | 1.07428 | 2.28967 | 1.16327 | 2.76019 | 3.65496 | 7.37513 | 2.93651
1060 | 640 | 1.04576 | 1.34077 | 1.11859 | 1.07593 | 2.35378 | 1.16062 | 2.82774 | 3.79357 | 7.86311 | 3.01111
1060 | 660 | 1.0535 | 1.35651 | 1.11374 | 1.07713 | 2.42308 | 1.15789 | 2.89871 | 3.92287 | 8.33766 | 3.09487
1060 | 680 | 1.05809 | 1.3697 | 1.11131 | 1.07808 | 2.48571 | 1.14167 | 2.97002 | 4.0339 | 8.8664 | 3.16594
1060 | 700 | 1.06836 | 1.38583 | 1.10393 | 1.07873 | 2.5689 | 1.14194 | 3.03122 | 4.175 | 9.43038 | 3.26154
1060 | 720 | 1.07668 | 1.40225 | 1.09956 | 1.08254 | 2.64423 | 1.13425 | 3.10959 | 4.3254 | 10.099 | 3.35065
1060 | 740 | 1.08666 | 1.41943 | 1.09896 | 1.08325 | 2.73026 | 1.12875 | 3.19112 | 4.47186 | 10.7264 | 3.45399
1060 | 760 | 1.0956 | 1.43343 | 1.09196 | 1.0875 | 2.83636 | 1.12301 | 3.27967 | 4.64557 | 11.4806 | 3.55652
1060 | 780 | 1.10741 | 1.45101 | 1.0871 | 1.08875 | 2.925 | 1.11834 | 3.36838 | 4.822 | 12.2519 | 3.67246
1060 | 800 | 1.11899 | 1.46744 | 1.08245 | 1.09007 | 3.01038 | 1.11154 | 3.47127 | 5.02491 | 13.1325 | 3.80107
1060 | 820 | 1.13378 | 1.4848 | 1.0794 | 1.09161 | 3.13253 | 1.11111 | 3.57143 | 5.2339 | 14.0952 | 3.92857
1060 | 840 | 1.14537 | 1.50335 | 1.07579 | 1.09583 | 3.23906 | 1.10596 | 3.66776 | 5.46774 | 15.1598 | 4.04412
1060 | 860 | 1.15579 | 1.52224 | 1.07176 | 1.09906 | 3.34906 | 1.09565 | 3.78346 | 5.69002 | 16.2774 | 4.18617
1060 | 880 | 1.16863 | 1.54048 | 1.06856 | 1.10053 | 3.45695 | 1.10069 | 3.90707 | 5.95397 | 17.5686 | 4.34109
1060 | 900 | 1.18455 | 1.56005 | 1.06443 | 1.10461 | 3.57009 | 1.09861 | 4.01633 | 6.21875 | 18.8608 | 4.4898
1060 | 920 | 1.19582 | 1.58137 | 1.06173 | 1.10781 | 3.71505 | 1.09691 | 4.11208 | 6.52863 | 20.3302 | 4.65
1060 | 940 | 1.2063 | 1.59553 | 1.0593 | 1.11115 | 3.83302 | 1.09418 | 4.25074 | 6.83839 | 21.7905 | 4.83951
1060 | 960 | 1.21381 | 1.62018 | 1.05504 | 1.11478 | 3.98374 | 1.09363 | 4.37997 | 7.18002 | 23.0362 | 5.03676
1060 | 980 | 1.22657 | 1.63807 | 1.05342 | 1.11771 | 4.0856 | 1.09694 | 4.5286 | 7.53697 | 24.8148 | 5.2033
1080 | 1000 | 1.24424 | 1.66651 | 1.05125 | 1.12774 | 4.19876 | 1.09924 | 4.69901 | 8.04362 | 26.9841 | 5.47788
1080 | 100 | 1.18294 | 1.11307 | 1.33874 | 1.06589 | 1.66061 | 1.33553 | 1.80707 | 2.0018 | 1.87387 | 1.83099
1080 | 120 | 1.15118 | 1.11627 | 1.32004 | 1.06462 | 1.65385 | 1.32192 | 1.8159 | 2.02608 | 1.96667 | 1.84991
1080 | 140 | 1.12958 | 1.11804 | 1.30756 | 1.06527 | 1.64828 | 1.31884 | 1.82078 | 2.04626 | 2.06861 | 1.85934
1080 | 160 | 1.11076 | 1.12102 | 1.29254 | 1.06431 | 1.65152 | 1.3125 | 1.83458 | 2.06726 | 2.16667 | 1.87778
1080 | 180 | 1.09578 | 1.12619 | 1.28129 | 1.06441 | 1.65254 | 1.30769 | 1.85387 | 2.09445 | 2.26994 | 1.89894
1080 | 200 | 1.08318 | 1.13391 | 1.27356 | 1.06477 | 1.66346 | 1.30189 | 1.73888 | 2.12347 | 2.37996 | 1.92424
1080 | 220 | 1.07089 | 1.13539 | 1.26575 | 1.06505 | 1.67035 | 1.2961 | 1.86358 | 2.16927 | 2.4918 | 1.94415
1080 | 240 | 1.06082 | 1.14473 | 1.25604 | 1.06418 | 1.67742 | 1.28878 | 1.92474 | 2.19769 | 2.6124 | 1.9697
1080 | 260 | 1.05267 | 1.15075 | 1.24724 | 1.06573 | 1.69207 | 1.27831 | 1.97773 | 2.23295 | 2.74425 | 1.99787
1080 | 280 | 1.04703 | 1.15704 | 1.23907 | 1.0655 | 1.70255 | 1.27087 | 2.02372 | 2.28481 | 2.87565 | 2.02994
1080 | 300 | 1.03982 | 1.16428 | 1.23036 | 1.06543 | 1.71586 | 1.26606 | 2.06729 | 2.32678 | 3.01826 | 2.05858
1080 | 320 | 1.03384 | 1.17072 | 1.22383 | 1.06617 | 1.73387 | 1.26078 | 2.10582 | 2.37656 | 3.18254 | 2.09942
1080 | 340 | 1.02941 | 1.17915 | 1.21518 | 1.06663 | 1.75497 | 1.25191 | 2.14522 | 2.42673 | 3.35142 | 2.13008
1080 | 360 | 1.02441 | 1.18724 | 1.20752 | 1.06748 | 1.77778 | 1.24545 | 2.18286 | 2.48196 | 3.52403 | 2.16553
1080 | 380 | 1.02324 | 1.1958 | 1.19989 | 1.068 | 1.80412 | 1.24364 | 2.21675 | 2.54103 | 3.69847 | 2.2082
1080 | 400 | 1.02073 | 1.20604 | 1.19283 | 1.06809 | 1.83117 | 1.23144 | 2.24543 | 2.61457 | 3.91139 | 2.25877
1080 | 420 | 1.01922 | 1.21518 | 1.1851 | 1.06769 | 1.8595 | 1.22751 | 2.27347 | 2.67494 | 4.12616 | 2.30183
1080 | 440 | 1.01771 | 1.22437 | 1.17997 | 1.06855 | 1.89218 | 1.22581 | 2.32803 | 2.75556 | 4.35294 | 2.35169
1080 | 460 | 1.01543 | 1.23886 | 1.17191 | 1.06927 | 1.93197 | 1.22047 | 2.36635 | 2.83309 | 4.60705 | 2.4142
1080 | 480 | 1.01755 | 1.2491 | 1.16538 | 1.07205 | 1.97183 | 1.21359 | 2.41624 | 2.90954 | 4.86957 | 2.46721
1080 | 500 | 1.01822 | 1.25833 | 1.15632 | 1.07217 | 2.01602 | 1.20958 | 2.4487 | 3.00801 | 5.15972 | 2.5286
1080 | 520 | 1.0195 | 1.26733 | 1.15088 | 1.07116 | 2.06587 | 1.20951 | 2.50468 | 3.09594 | 5.45755 | 2.59554
1080 | 540 | 1.02109 | 1.28078 | 1.14824 | 1.07389 | 2.1098 | 1.20074 | 2.55012 | 3.20631 | 5.79407 | 2.66667
1080 | 560 | 1.02437 | 1.29357 | 1.14123 | 1.07547 | 2.15464 | 1.18993 | 2.60396 | 3.3043 | 6.14325 | 2.73684
1080 | 580 | 1.029 | 1.30654 | 1.13551 | 1.07619 | 2.20408 | 1.18 | 2.66197 | 3.41641 | 6.49351 | 2.81385
1080 | 600 | 1.03337 | 1.31766 | 1.12921 | 1.07681 | 2.25225 | 1.17563 | 2.71523 | 3.53727 | 6.93878 | 2.89697
1080 | 620 | 1.03895 | 1.33243 | 1.12692 | 1.07752 | 2.31047 | 1.16667 | 2.77756 | 3.67038 | 7.38197 | 2.97458
1080 | 640 | 1.04458 | 1.34754 | 1.12001 | 1.08124 | 2.38325 | 1.15909 | 2.84009 | 3.82083 | 7.87521 | 3.04245
1080 | 660 | 1.05373 | 1.36188 | 1.11358 | 1.0806 | 2.44589 | 1.15942 | 2.90734 | 3.95273 | 8.34646 | 3.11881
1080 | 680 | 1.05999 | 1.37492 | 1.11114 | 1.08382 | 2.51462 | 1.14679 | 2.97459 | 4.08829 | 8.89344 | 3.19444
1080 | 700 | 1.06864 | 1.39124 | 1.1055 | 1.08484 | 2.59524 | 1.14085 | 3.03916 | 4.22212 | 9.48718 | 3.2899
1080 | 720 | 1.07644 | 1.40772 | 1.09929 | 1.08799 | 2.67568 | 1.13383 | 3.13291 | 4.36488 | 10.1 | 3.37615
1080 | 740 | 1.08603 | 1.42447 | 1.09429 | 1.08779 | 2.77037 | 1.12766 | 3.21453 | 4.52542 | 10.7512 | 3.48052
1080 | 760 | 1.09671 | 1.44078 | 1.09165 | 1.0917 | 2.85279 | 1.1225 | 3.30572 | 4.69907 | 11.4988 | 3.60185
1080 | 780 | 1.10896 | 1.45615 | 1.08731 | 1.09411 | 2.95105 | 1.12013 | 3.40384 | 4.8746 | 12.278 | 3.70565
1080 | 800 | 1.12055 | 1.47326 | 1.08363 | 1.09706 | 3.06202 | 1.11392 | 3.48416 | 5.07521 | 13.1707 | 3.81579
1080 | 820 | 1.13213 | 1.49063 | 1.08007 | 1.09697 | 3.15364 | 1.1105 | 3.58598 | 5.27552 | 14.1748 | 3.93531
1080 | 840 | 1.14434 | 1.50786 | 1.07544 | 1.10188 | 3.27068 | 1.1087 | 3.68917 | 5.51523 | 15.2087 | 4.0856
1080 | 860 | 1.15847 | 1.5268 | 1.07282 | 1.10461 | 3.37895 | 1.09524 | 3.80435 | 5.74406 | 16.3614 | 4.23164
1080 | 880 | 1.17416 | 1.54694 | 1.06933 | 1.10839 | 3.4963 | 1.10139 | 3.91284 | 6.02762 | 17.6096 | 4.36066
1080 | 900 | 1.18729 | 1.56497 | 1.06639 | 1.11077 | 3.61925 | 1.09966 | 4.02766 | 6.30262 | 18.9677 | 4.52581
1080 | 920 | 1.19553 | 1.58777 | 1.06391 | 1.11369 | 3.73887 | 1.09707 | 4.14468 | 6.60096 | 20.4617 | 4.69965
1080 | 940 | 1.21204 | 1.60398 | 1.05904 | 1.11719 | 3.86076 | 1.09726 | 4.29308 | 6.9046 | 22.031 | 4.86911
1080 | 960 | 1.22312 | 1.62433 | 1.05385 | 1.12054 | 3.9759 | 1.09877 | 4.41207 | 7.26452 | 23.7216 | 5.05837
1080 | 980 | 1.23108 | 1.64511 | 1.05348 | 1.12534 | 4.09483 | 1.09497 | 4.55806 | 7.63921 | 24.9528 | 5.25731
1100 | 1000 | 1.24609 | 1.67062 | 1.05132 | 1.13504 | 4.2069 | 1.10084 | 4.73866 | 8.13853 | 27.0968 | 5.48598
1100 | 100 | 1.18283 | 1.11601 | 1.33585 | 1.06833 | 1.68889 | 1.34109 | 1.81642 | 2.02528 | 1.87651 | 1.837
1100 | 120 | 1.15238 | 1.12162 | 1.32158 | 1.0698 | 1.67969 | 1.33065 | 1.82242 | 2.04087 | 1.97479 | 1.85221
1100 | 140 | 1.1279 | 1.12301 | 1.30704 | 1.0709 | 1.67227 | 1.32203 | 1.83053 | 2.0666 | 2.06667 | 1.87079
1100 | 160 | 1.10954 | 1.13022 | 1.29954 | 1.07003 | 1.66972 | 1.30909 | 1.84547 | 2.09938 | 2.1619 | 1.89431
1100 | 180 | 1.09613 | 1.13273 | 1.28489 | 1.06923 | 1.67347 | 1.30693 | 1.85865 | 2.1123 | 2.26434 | 1.91279
1100 | 200 | 1.08098 | 1.13773 | 1.27351 | 1.06964 | 1.67243 | 1.29771 | 1.54329 | 2.15633 | 2.38494 | 1.93388
1100 | 220 | 1.07047 | 1.14078 | 1.26725 | 1.06933 | 1.67989 | 1.28954 | 1.86058 | 2.18807 | 2.4877 | 1.95322
1100 | 240 | 1.06055 | 1.14773 | 1.2569 | 1.07039 | 1.69231 | 1.28571 | 1.92463 | 2.2176 | 2.625 | 1.99341
1100 | 260 | 1.05286 | 1.15432 | 1.24843 | 1.0694 | 1.70471 | 1.27856 | 1.97458 | 2.26384 | 2.73381 | 2.01389
1100 | 280 | 1.04546 | 1.16122 | 1.24287 | 1.0706 | 1.71922 | 1.27207 | 2.02215 | 2.30472 | 2.87565 | 2.04207
1100 | 300 | 1.0393 | 1.16846 | 1.22992 | 1.07033 | 1.73506 | 1.26569 | 2.0693 | 2.35039 | 3.02294 | 2.07692
1100 | 320 | 1.03642 | 1.1746 | 1.22305 | 1.07015 | 1.75633 | 1.2598 | 2.11511 | 2.39224 | 3.1746 | 2.10692
1100 | 340 | 1.03198 | 1.182 | 1.21566 | 1.07087 | 1.77821 | 1.25434 | 2.1548 | 2.45133 | 3.34694 | 2.14912
1100 | 360 | 1.02796 | 1.19294 | 1.20843 | 1.07204 | 1.79808 | 1.25086 | 2.19079 | 2.50434 | 3.53211 | 2.18559
1100 | 380 | 1.02347 | 1.20151 | 1.20199 | 1.0712 | 1.83133 | 1.2418 | 2.22489 | 2.56377 | 3.70115 | 2.23729
1100 | 400 | 1.02013 | 1.21012 | 1.19481 | 1.07161 | 1.85606 | 1.23645 | 2.25945 | 2.63126 | 3.89241 | 2.2783
1100 | 420 | 1.01819 | 1.22019 | 1.18775 | 1.0724 | 1.89423 | 1.23214 | 2.30403 | 2.70406 | 4.11826 | 2.32787
1100 | 440 | 1.0183 | 1.22951 | 1.17926 | 1.0742 | 1.91697 | 1.22464 | 2.33631 | 2.77444 | 4.35076 | 2.37727
1100 | 460 | 1.0168 | 1.23801 | 1.1711 | 1.07381 | 1.95925 | 1.22124 | 2.37972 | 2.85202 | 4.6049 | 2.43671
1100 | 480 | 1.01568 | 1.24779 | 1.16351 | 1.07598 | 2 | 1.21607 | 2.41525 | 2.93641 | 4.84716 | 2.49123
1100 | 500 | 1.01684 | 1.26361 | 1.16154 | 1.07587 | 2.04199 | 1.2139 | 2.47491 | 3.03531 | 5.16084 | 2.55189
1100 | 520 | 1.01876 | 1.27343 | 1.1533 | 1.07777 | 2.08904 | 1.20826 | 2.51315 | 3.13378 | 5.4606 | 2.61905
1100 | 540 | 1.02322 | 1.28472 | 1.14743 | 1.07731 | 2.12946 | 1.19836 | 2.5693 | 3.22298 | 5.78207 | 2.67773
1100 | 560 | 1.0249 | 1.29813 | 1.14054 | 1.07974 | 2.16959 | 1.19036 | 2.61394 | 3.34239 | 6.14958 | 2.75908
1100 | 580 | 1.02899 | 1.31142 | 1.1356 | 1.0811 | 2.23256 | 1.18038 | 2.67953 | 3.4475 | 6.50655 | 2.8341
1100 | 600 | 1.03321 | 1.32526 | 1.12983 | 1.08225 | 2.2825 | 1.1746 | 2.73995 | 3.57701 | 6.96552 | 2.92258
1100 | 620 | 1.03819 | 1.33712 | 1.12628 | 1.08351 | 2.34332 | 1.16418 | 2.80037 | 3.71077 | 7.39177 | 2.97321
1100 | 640 | 1.04344 | 1.34954 | 1.11966 | 1.08548 | 2.40437 | 1.15723 | 2.85501 | 3.86796 | 7.87415 | 3.05382
1100 | 660 | 1.05251 | 1.36487 | 1.11321 | 1.08694 | 2.46944 | 1.15079 | 2.93063 | 3.99223 | 8.35544 | 3.13485
1100 | 680 | 1.05898 | 1.37926 | 1.11352 | 1.08882 | 2.54785 | 1.14372 | 2.98845 | 4.12645 | 8.8843 | 3.21867
1100 | 700 | 1.06534 | 1.39651 | 1.1043 | 1.09307 | 2.62054 | 1.14083 | 3.06884 | 4.25618 | 9.41935 | 3.3069
1100 | 720 | 1.07533 | 1.41219 | 1.10362 | 1.09232 | 2.71341 | 1.13576 | 3.14963 | 4.40191 | 10.0808 | 3.41463
1100 | 740 | 1.08542 | 1.42946 | 1.09954 | 1.09426 | 2.8 | 1.12979 | 3.22394 | 4.57635 | 10.7595 | 3.51034
1100 | 760 | 1.09628 | 1.44417 | 1.09224 | 1.09696 | 2.88155 | 1.12363 | 3.31296 | 4.7446 | 11.5174 | 3.62745
1100 | 780 | 1.10756 | 1.46025 | 1.08766 | 1.10055 | 2.98273 | 1.11744 | 3.40545 | 4.93649 | 12.3137 | 3.73259
1100 | 800 | 1.11834 | 1.4768 | 1.08412 | 1.10278 | 3.08026 | 1.11111 | 3.51355 | 5.11472 | 13.2298 | 3.84462
1100 | 820 | 1.13037 | 1.49528 | 1.07983 | 1.10529 | 3.19277 | 1.10909 | 3.61322 | 5.32125 | 14.1176 | 3.97143
1100 | 840 | 1.14561 | 1.51377 | 1.07617 | 1.10904 | 3.30252 | 1.10317 | 3.72683 | 5.56875 | 15.2351 | 4.10288
1100 | 860 | 1.15837 | 1.53298 | 1.07385 | 1.11146 | 3.41176 | 1.10294 | 3.83459 | 5.81957 | 16.407 | 4.26347
1100 | 880 | 1.17278 | 1.54926 | 1.07022 | 1.11481 | 3.52893 | 1.10306 | 3.92713 | 6.08696 | 17.6923 | 4.4
1100 | 900 | 1.19012 | 1.56938 | 1.06607 | 1.11763 | 3.64486 | 1.1 | 4.0448 | 6.38854 | 19.0196 | 4.55471
1100 | 920 | 1.20104 | 1.58904 | 1.06389 | 1.1212 | 3.75207 | 1.09926 | 4.16126 | 6.66959 | 20.6197 | 4.7191
1100 | 940 | 1.21493 | 1.60785 | 1.05906 | 1.12486 | 3.88235 | 1.09667 | 4.30379 | 7.01563 | 22.2417 | 4.91667
1100 | 960 | 1.22753 | 1.63307 | 1.05908 | 1.12823 | 3.99329 | 1.09459 | 4.43382 | 7.34787 | 23.942 | 5.08264
1100 | 980 | 1.24021 | 1.65346 | 1.05404 | 1.13118 | 4.10577 | 1.09816 | 4.58195 | 7.71314 | 25.7971 | 5.30435
1120 | 1000 | 1.25738 | 1.67853 | 1.05212 | 1.14236 | 4.20769 | 1.10185 | 4.75246 | 8.214 | 27.9339 | 5.57
1120 | 100 | 1.1812 | 1.12061 | 1.33873 | 1.07305 | 1.7027 | 1.33636 | 1.83232 | 2.04162 | 1.87311 | 1.84023
1120 | 120 | 1.14899 | 1.1235 | 1.32275 | 1.07332 | 1.70476 | 1.33019 | 1.83549 | 2.06708 | 1.96639 | 1.86469
1120 | 140 | 1.12608 | 1.12517 | 1.30825 | 1.0738 | 1.68699 | 1.31683 | 1.84573 | 2.08756 | 2.06681 | 1.8858
1120 | 160 | 1.10988 | 1.13049 | 1.29767 | 1.0731 | 1.68514 | 1.31635 | 1.85688 | 2.11974 | 2.16268 | 1.90222
1120 | 180 | 1.09383 | 1.13767 | 1.28488 | 1.07479 | 1.68512 | 1.31185 | 1.87273 | 2.13434 | 2.25873 | 1.92994
1120 | 200 | 1.08026 | 1.14015 | 1.27362 | 1.07519 | 1.68975 | 1.30215 | 1.89812 | 2.17228 | 2.36897 | 1.94595
1120 | 220 | 1.07128 | 1.1463 | 1.26713 | 1.07354 | 1.71157 | 1.29255 | 1.84391 | 2.20309 | 2.4856 | 1.97452
1120 | 240 | 1.06109 | 1.15232 | 1.25763 | 1.07478 | 1.71193 | 1.28639 | 1.92247 | 2.23595 | 2.60938 | 2.00717
1120 | 260 | 1.05322 | 1.15917 | 1.248 | 1.07513 | 1.72629 | 1.27878 | 1.98574 | 2.28907 | 2.73775 | 2.03015
1120 | 280 | 1.04828 | 1.16476 | 1.23699 | 1.07417 | 1.73913 | 1.27273 | 2.03237 | 2.32302 | 2.85714 | 2.05965
1120 | 300 | 1.0383 | 1.17337 | 1.23289 | 1.07518 | 1.76 | 1.26555 | 2.07692 | 2.36994 | 3.01376 | 2.09804
1120 | 320 | 1.03676 | 1.17979 | 1.22302 | 1.07421 | 1.77985 | 1.25978 | 2.11984 | 2.42047 | 3.15873 | 2.12925
1120 | 340 | 1.03169 | 1.18772 | 1.21567 | 1.07676 | 1.79909 | 1.25658 | 2.16577 | 2.47423 | 3.32425 | 2.16038
1120 | 360 | 1.02711 | 1.198 | 1.20916 | 1.07673 | 1.81461 | 1.24903 | 2.20218 | 2.5221 | 3.51724 | 2.20762
1120 | 380 | 1.02369 | 1.20548 | 1.2013 | 1.07662 | 1.83916 | 1.24074 | 2.23903 | 2.58372 | 3.71154 | 2.24453
1120 | 400 | 1.02145 | 1.21208 | 1.19399 | 1.07799 | 1.86842 | 1.23889 | 2.27369 | 2.65705 | 3.87975 | 2.2962
1120 | 420 | 1.01786 | 1.2241 | 1.18676 | 1.07762 | 1.91111 | 1.2349 | 2.30074 | 2.72568 | 4.10417 | 2.34386
1120 | 440 | 1.01785 | 1.23483 | 1.17859 | 1.07913 | 1.93777 | 1.22764 | 2.35204 | 2.80622 | 4.33164 | 2.4
1120 | 460 | 1.0181 | 1.24622 | 1.17077 | 1.07943 | 1.99275 | 1.21782 | 2.39585 | 2.88101 | 4.59016 | 2.4527
1120 | 480 | 1.01757 | 1.2578 | 1.16553 | 1.08056 | 2.02564 | 1.21507 | 2.43407 | 2.95808 | 4.82456 | 2.51887
1120 | 500 | 1.01721 | 1.26733 | 1.16095 | 1.08063 | 2.07251 | 1.21525 | 2.48248 | 3.05547 | 5.12587 | 2.5718
1120 | 520 | 1.0183 | 1.27783 | 1.15683 | 1.08205 | 2.11373 | 1.2081 | 2.53372 | 3.15074 | 5.45759 | 2.64973
1120 | 540 | 1.02174 | 1.29115 | 1.14821 | 1.08355 | 2.15306 | 1.19773 | 2.58333 | 3.25367 | 5.78761 | 2.70202
1120 | 560 | 1.02496 | 1.30261 | 1.14238 | 1.08536 | 2.2 | 1.18873 | 2.62939 | 3.35319 | 6.14525 | 2.78521
1120 | 580 | 1.02894 | 1.31479 | 1.13614 | 1.08731 | 2.24561 | 1.17895 | 2.68872 | 3.4823 | 6.51982 | 2.87192
1120 | 600 | 1.03214 | 1.32686 | 1.13028 | 1.08939 | 2.30233 | 1.17105 | 2.73936 | 3.60204 | 6.94444 | 2.93836
1120 | 620 | 1.03865 | 1.34191 | 1.12557 | 1.09143 | 2.36476 | 1.16575 | 2.815 | 3.73656 | 7.39083 | 3.00952
1120 | 640 | 1.0451 | 1.35537 | 1.12123 | 1.09209 | 2.43299 | 1.15972 | 2.87473 | 3.86499 | 7.87307 | 3.08511
1120 | 660 | 1.05079 | 1.37366 | 1.1173 | 1.09298 | 2.50416 | 1.14912 | 2.94075 | 4.04791 | 8.34225 | 3.15985
1120 | 680 | 1.0613 | 1.38702 | 1.11056 | 1.09498 | 2.57836 | 1.15084 | 3.0301 | 4.16152 | 8.91213 | 3.25521
1120 | 700 | 1.06557 | 1.40025 | 1.10591 | 1.09774 | 2.66162 | 1.1396 | 3.08615 | 4.3192 | 9.47712 | 3.337
1120 | 720 | 1.07592 | 1.41707 | 1.09965 | 1.09936 | 2.73973 | 1.13504 | 3.16382 | 4.47468 | 10.0919 | 3.42784
1120 | 740 | 1.08536 | 1.43084 | 1.09536 | 1.10209 | 2.82243 | 1.12881 | 3.24595 | 4.62295 | 10.7853 | 3.53285
1120 | 760 | 1.09516 | 1.4497 | 1.0924 | 1.10446 | 2.92308 | 1.12387 | 3.32853 | 4.80028 | 11.5365 | 3.63731
1120 | 780 | 1.10718 | 1.46584 | 1.08864 | 1.10681 | 3.01587 | 1.12157 | 3.42557 | 4.98471 | 12.3413 | 3.74631
1120 | 800 | 1.11993 | 1.48203 | 1.08381 | 1.10992 | 3.12195 | 1.11735 | 3.53374 | 5.18363 | 13.2704 | 3.88186
1120 | 820 | 1.1306 | 1.50057 | 1.08141 | 1.11274 | 3.22635 | 1.11333 | 3.63069 | 5.39602 | 14.3 | 4
1120 | 840 | 1.14663 | 1.51752 | 1.07693 | 1.1157 | 3.33962 | 1.11404 | 3.73933 | 5.62844 | 15.2782 | 4.13537
1120 | 860 | 1.15983 | 1.53813 | 1.07215 | 1.11875 | 3.44079 | 1.10624 | 3.84028 | 5.89672 | 16.4541 | 4.27848
1120 | 880 | 1.171 | 1.5584 | 1.06934 | 1.12104 | 3.56481 | 1.10245 | 3.95744 | 6.16132 | 17.7778 | 4.4537
1120 | 900 | 1.18716 | 1.57561 | 1.06621 | 1.12495 | 3.68146 | 1.10183 | 4.07417 | 6.44959 | 19.1333 | 4.58839
1120 | 920 | 1.20035 | 1.59435 | 1.06349 | 1.12744 | 3.78928 | 1.09809 | 4.17975 | 6.75935 | 20.6298 | 4.77137
1120 | 940 | 1.21724 | 1.61457 | 1.0616 | 1.13236 | 3.91076 | 1.0989 | 4.33469 | 7.08977 | 22.2816 | 4.94118
1120 | 960 | 1.23211 | 1.63497 | 1.05516 | 1.13482 | 4.00749 | 1.0995 | 4.45347 | 7.44213 | 24.0708 | 5.13158
1120 | 980 | 1.24664 | 1.6562 | 1.05781 | 1.13862 | 4.1016 | 1.10135 | 4.5966 | 7.80528 | 25.9314 | 5.32237
1140 | 1000 | 1.26282 | 1.6813 | 1.05175 | 1.15182 | 4.19658 | 1.10092 | 4.77893 | 8.34197 | 28.1513 | 5.58855
1140 | 100 | 1.17641 | 1.12576 | 1.33933 | 1.07926 | 1.71961 | 1.33547 | 1.83884 | 2.06953 | 1.87273 | 1.85535
1140 | 120 | 1.14678 | 1.12861 | 1.31844 | 1.07708 | 1.71659 | 1.32597 | 1.84352 | 2.08861 | 1.95798 | 1.87674
1140 | 140 | 1.1272 | 1.13166 | 1.30674 | 1.07866 | 1.71182 | 1.32251 | 1.85612 | 2.11219 | 2.05858 | 1.89189
1140 | 160 | 1.10361 | 1.13792 | 1.29408 | 1.07996 | 1.70241 | 1.31188 | 1.86303 | 2.13481 | 2.15789 | 1.91707
1140 | 180 | 1.09184 | 1.14129 | 1.28885 | 1.07718 | 1.7037 | 1.30656 | 1.88617 | 2.16617 | 2.26105 | 1.9375
1140 | 200 | 1.08094 | 1.14478 | 1.27367 | 1.0796 | 1.71381 | 1.29912 | 1.90697 | 2.19065 | 2.37395 | 1.95098
1140 | 220 | 1.06945 | 1.15105 | 1.26519 | 1.08066 | 1.72296 | 1.29268 | 1.815 | 2.23018 | 2.47737 | 1.98336
1140 | 240 | 1.06118 | 1.15652 | 1.25635 | 1.07886 | 1.73465 | 1.2865 | 1.92325 | 2.2659 | 2.60156 | 2.0078
1140 | 260 | 1.05254 | 1.16345 | 1.24958 | 1.07792 | 1.74615 | 1.28157 | 1.97774 | 2.30492 | 2.73775 | 2.04632
1140 | 280 | 1.04701 | 1.1695 | 1.23862 | 1.07984 | 1.76292 | 1.27488 | 2.03472 | 2.34631 | 2.85714 | 2.07605
1140 | 300 | 1.04094 | 1.17559 | 1.2331 | 1.07902 | 1.77818 | 1.26849 | 2.08328 | 2.39347 | 3.00459 | 2.11111
1140 | 320 | 1.03467 | 1.18503 | 1.22191 | 1.0792 | 1.79386 | 1.26115 | 2.13086 | 2.44562 | 3.176 | 2.14706
1140 | 340 | 1.03162 | 1.19202 | 1.21663 | 1.08102 | 1.81283 | 1.25843 | 2.17252 | 2.49459 | 3.32879 | 2.18367
1140 | 360 | 1.02982 | 1.20153 | 1.20828 | 1.0813 | 1.83553 | 1.25221 | 2.21043 | 2.55199 | 3.5023 | 2.2238
1140 | 380 | 1.02448 | 1.2106 | 1.20148 | 1.08173 | 1.86885 | 1.24737 | 2.24682 | 2.61023 | 3.69615 | 2.27451
